Loading core dump: C:\WAVEE\WaveeMusic\.tmp-dumps\ui-20260517-212245.dmp ...
Statistics:
          MT   Count TotalSize Class Name
7ffc4ae819a8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Playback.Contracts.AudioOutputDeviceDto[]>
7ffc4ae82850       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Playback.Contracts.AudioOutputDeviceDto>
7ffc4ae85720       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Playback.Contracts.CommandResultMessage>
7ffc4ae86fc8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Playback.Contracts.EqualizerApplyResult>
7ffc4afae600       1        72 System.Threading.Tasks.Task<Wavee.Core.Storage.Abstractions.SyncStateEntry>
7ffc4bb71240       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.SimilarAlbumsBasedOnThisTrackResponse>
7ffc4bb7c770       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.SimilarAlbumsData>
7ffc4bb80f18       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.SimilarAlbumsPage>
7ffc4bb832c8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.SimilarAlbumItem>>
7ffc4bb87e68       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.SimilarAlbumItem>
7ffc4bb8f3c8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.SimilarAlbumData>
7ffc4bba6390       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.SeoArtists>
7ffc4bba9698       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.SeoArtistItem>>
7ffc4bbab7c0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.SeoArtistItem>
7ffc4bbaf048       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.SeoArtistProfile>
7ffc4bbd0848       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.SeoCoverArt>
7ffc4bbd3fe8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.SimilarAlbumDate>
7ffc4bbd51d8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.SimilarAlbumPlayability>
7ffc4bbd6360       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.SimilarAlbumSharingInfo>
7ffc4bbd8320       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.SimilarAlbumsBasedOnThisTrackVariables>
7ffc4c24aef0       1        72 Klankhuis.Hero.Surfaces.BakedSurfaceCache
7ffc4c9ea608       1        72 System.Threading.Tasks.Task<Wavee.Core.Http.Pathfinder.GetTrackResponse>
7ffc4ceecc58       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.ConcertDetailResponse>
7ffc4ceee548       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.ConcertDetailResponseData>
7ffc4ceefc98       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.ConcertDetailData>
7ffc4cef4028       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.ConcertDetailLocation>
7ffc4cef6048       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.ConcertCoordinates>
7ffc4cef7158       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.ConcertMetroArea>
7ffc4cef8098       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.ConcertDetailArtists>
7ffc4cef9528       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.ConcertDetailArtistWrapper>>
7ffc4cefa548       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.ConcertDetailArtistWrapper>
7ffc4db4dc80       1        72 System.Threading.Tasks.Task<Wavee.Core.Http.Pathfinder.SeoRecommendedEpisodesResponse>
7ffc48910b98       3        72 Wavee.UI.WinUI.Data.Contexts.ActivityService+<>c__DisplayClass25_0
7ffc489107e0       1        72 Wavee.UI.WinUI.Data.Contexts.ActivityService+<>c__DisplayClass15_0
7ffc4db4c878       2        72 Wavee.UI.Models.PodcastEpisodeCommentDto[]
7ffc4a192538       3        72 Google.Protobuf.FieldCodec+<>c__DisplayClass32_0<Google.Protobuf.Reflection.FieldDescriptorProto>
7ffc49ed3b60       1        72 System.Threading.Tasks.Task<Wavee.Core.Http.Pathfinder.ArtistOverviewResponse>
7ffc4a6d2590       1        72 System.Threading.Tasks.Task<System.Threading.Tasks.Task<System.Collections.Generic.List<Wavee.UI.Contracts.ArtistTopTrackResult>>>
7ffc47f3f548       3        72 Wavee.UI.WinUI.Converters.InverseBoolConverter
7ffc486c9048       1        72 Wavee.UI.WinUI.ViewModels.Home.HomeGreetingViewModel
7ffc4898b8f8       1        72 Wavee.UI.WinUI.Views.HomePage+HomePage_obj1_Bindings+HomePage_obj1_BindingsTracking
7ffc4c27fbf0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeResponse>
7ffc4a283aa0       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<System.String>+<>c__DisplayClass15_0
7ffc4c291338       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeResponseData>
7ffc4c292898       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomePayload>
7ffc4c294cf8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeGreeting>
7ffc4c295b90       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeSectionContainer>
7ffc4c2970f0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeSectionsPage>
7ffc4c298610       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeSectionEntry>>
7ffc4c2993e0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeSectionEntry>
7ffc4c29b2c0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeSectionData>
7ffc4c29c0d8       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.HomeLabel>+<>c__DisplayClass10_0
7ffc4c29d000       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeLabel>
7ffc4c29de40       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeItemContent>
7ffc4c29ed50       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeSectionItemsPage>
7ffc4c2b0340       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeSectionItemEntry>>
7ffc4c2b1110       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeSectionItemEntry>
7ffc4c2b3080       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeEntityWrapper>
7ffc4c2b4640       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeEntityData>
7ffc4c2b7a60       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeIdentityTrait>
7ffc4c2b9080       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeContributors>
7ffc4c2ba5a0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeContributorItem>>
7ffc4c2bb370       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeContributorItem>
7ffc4c2bc3e8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeVisualIdentityTrait>
7ffc4c2bd948       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeSquareCoverImage>
7ffc4c2bf628       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeImageV2Wrapper>
7ffc4c2c0b98       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeImageV2Data>
7ffc4c2c20b8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeImageV2Source>>
7ffc4c2c2e88       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeImageV2Source>
7ffc4c2c3ef0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeOriginalInstance>>
7ffc4c2c4cc0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeOriginalInstance>
7ffc4c2c6420       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeFlatFile>
7ffc4c2c7230       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeEntityTypeTrait>
7ffc4c2c95e0       1        72 System.Text.Json.Serialization.Converters.DictionaryOfTKeyTValueConverter<System.Collections.Generic.Dictionary<System.String, System.Text.Json.JsonElement>, System.String, System.Text.Json.JsonElement>
7ffc4c2c9da8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.Dictionary<System.String, System.Text.Json.JsonElement>>
7ffc4c2cab78       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeEpisodeData>
7ffc4c2ce6d0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeImageContainer>
7ffc4c2e03c0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeExtractedColors>
7ffc4c2e1920       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeColorValue>
7ffc4c2e2758       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeImageSource>>
7ffc4c2e3528       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeImageSource>
7ffc4c2e4568       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeDurationMs>
7ffc4c2e53e0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomePlayedState>
7ffc4c2e6220       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeIsoDate>
7ffc4c2e7030       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomePodcastWrapper>
7ffc4c2e8590       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeShowData>
7ffc4c2e9bb0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomePodcastPublisher>
7ffc4c2ea9f8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeFormatListAttribute>>
7ffc4c2eb7c8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeFormatListAttribute>
7ffc4c2ec768       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.HomeChip>>
7ffc4c2ed538       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeChip>
7ffc4c2ef260       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomeVariables>
7ffc4cedc448       1        72 System.Threading.Tasks.Task<Wavee.Core.Http.Pathfinder.ConcertDetailResponse>
7ffc4da61ad8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.UI.Contracts.AlbumTrackResult>>
7ffc4da62be8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.UI.Contracts.AlbumTrackResult>
7ffc4d9be298       1        72 Wavee.Core.Http.RecentlyPlayedJsonContext
7ffc4da19160       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.RecentlyPlayedResponse>
7ffc4da1a790       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.RecentlyPlayedContext>>
7ffc4da1b7b0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.RecentlyPlayedContext>
7ffc4d9bc738       1        72 System.Threading.Tasks.Task<Wavee.Core.Http.RecentlyPlayedResponse>
7ffc4afb65e8       3        72 Google.Protobuf.FieldCodec+<>c__DisplayClass32_0<Wavee.Protocol.Collection.CollectionItem>
7ffc4baaecc8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.AlbumMoreByArtistDiscography>
7ffc4bab03c0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.AlbumMoreByArtistReleases>
7ffc4bab1820       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.AlbumMoreByArtistRelease>>
7ffc4bab2818       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.AlbumMoreByArtistRelease>
7ffc4ba70a38       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.AlbumSharingInfo>+<>c__DisplayClass10_0
7ffc4bab4660       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.GetAlbumVariables>
7ffc4bb68ce0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.AlbumMerchResponse>
7ffc4bb6e950       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.AlbumMerchData>
7ffc4bb734c0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.AlbumMerchUnion>
7ffc4bb80568       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.AlbumMerchContainer>
7ffc4bb843f0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.AlbumMerchItem>>
7ffc4bb890a8       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.AlbumMerchItem>
7ffc4bb93918       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.AlbumMerchImage>
7ffc4bb9fc40       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<System.Collections.Generic.List<Wavee.Core.Http.Pathfinder.AlbumMerchImageSource>>
7ffc4bba2a78       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.AlbumMerchImageSource>
7ffc4bbac220       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.AlbumMerchVariables>
7ffc4c696648       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.HomePodcastData>
7ffc4c9e7828       1        72 System.Threading.Tasks.Task<System.Threading.Tasks.Task<Wavee.UI.Contracts.AlbumSingleTrackContextResult>>
7ffc4cefbe68       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.ConcertDetailArtistData>
7ffc49f47c08       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistHeaderImage>+<>c__DisplayClass10_0
7ffc49f47f20       3        72 System.Text.Json.Serialization.Metadata.JsonPropertyInfo<Wavee.Core.Http.Pathfinder.ArtistVisualIdentity>+<>c__DisplayClass10_0
7ffc4ceff718       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.ConcertArtistProfile>
7ffc4cf006f0       1        72 System.Text.Json.Serialization.Converters.JsonMetadataServicesConverter<Wavee.Core.Http.Pathfinder.ConcertArtistVisuals>
